,xAxisValues (Unix timestamp),Cross border electricity trading (MW),Nuclear (MW),Hydro Run-of-River (MW),Hydro water reservoir (MW),Hydro pumped storage (MW),Wind onshore (MW),Solar (MW),Load (MW),Residual load (MW),Renewable share of generation (%),Renewable share of load (%),Day Ahead Auction (CH) (EUR/MWh)
7113,2022-10-24 08:00:00,967.7,2943.3,2147.9,1913.1,810.9,30.6,5.5,8093.1,8057.0,52.2,50.6,97.52
7114,2022-10-24 09:00:00,1399.2,2942.5,2415.2,2018.6,780.2,27.1,0.0,8807.7,8780.5,54.5,50.6,118.88
7115,2022-10-24 10:00:00,1600.2,2947.2,2545.6,1840.5,629.3,22.0,9.5,9288.0,9256.4,55.3,47.6,119.56
7116,2022-10-24 11:00:00,1740.0,2945.8,2390.4,1627.1,600.0,16.2,213.7,9226.9,8997.0,54.5,46.0,119.46
7117,2022-10-24 12:00:00,1522.0,2946.1,2558.4,1632.6,636.4,13.5,29.5,9257.6,9214.6,54.2,45.7,120.1
7118,2022-10-24 13:00:00,1041.5,2945.4,2547.2,1654.4,694.7,18.1,124.3,9106.6,8964.2,54.4,47.7,120.02
7119,2022-10-24 14:00:00,1021.7,2946.7,2484.0,1780.2,533.3,24.4,328.0,8686.1,8333.7,57.0,53.1,116.71
7120,2022-10-24 15:00:00,-558.3,2946.8,2710.8,1763.5,813.8,29.1,131.4,8523.0,8362.5,55.2,54.4,92.7
7121,2022-10-24 16:00:00,-1825.4,2945.4,2869.1,2201.6,1153.9,27.0,10.1,7656.5,7619.5,55.5,66.7,115.84
7122,2022-10-24 17:00:00,-2112.2,2948.0,2813.8,2476.0,1215.9,27.3,0.0,7770.6,7743.3,56.1,68.4,144.74
7123,2022-10-24 18:00:00,-1248.0,2949.8,3001.3,2284.2,899.2,28.6,0.0,7529.8,7501.2,58.0,70.6,117.93
7124,2022-10-24 19:00:00,-700.2,2952.4,2403.6,1841.2,709.2,28.1,0.0,7306.6,7278.5,53.9,58.5,94.26
7125,2022-10-24 20:00:00,105.5,2954.9,2286.5,1746.9,485.4,28.7,0.0,7193.6,7164.9,54.1,56.5,89.46
7126,2022-10-24 21:00:00,443.0,2956.3,2593.3,1367.1,438.1,31.0,0.0,7564.3,7533.3,54.0,52.8,80.46
7127,2022-10-24 22:00:00,-576.7,2956.6,2065.0,1382.9,618.6,27.7,0.0,7590.2,7562.5,49.3,45.8,61.71
7128,2022-10-24 23:00:00,105.1,2956.4,2095.4,1370.3,464.6,17.1,0.0,6828.5,6811.3,50.4,51.0,60.92
7129,2022-10-25 00:00:00,208.1,2956.7,2054.0,1341.6,416.9,15.7,0.0,7265.4,7249.8,50.3,47.0,62.01
7130,2022-10-25 01:00:00,58.5,2955.6,1965.5,1363.7,419.9,9.7,0.0,7214.1,7204.4,49.7,46.3,59.56
7131,2022-10-25 02:00:00,-196.3,2956.8,1980.8,1199.7,487.4,8.4,0.0,7026.9,7018.5,48.1,45.4,57.34
7132,2022-10-25 03:00:00,-742.9,2955.5,2037.1,1246.9,658.6,11.4,0.0,6764.0,6752.5,47.7,48.7,65.04
7133,2022-10-25 04:00:00,-770.8,2954.4,2009.9,1226.0,758.2,8.5,0.0,6549.9,6541.4,46.6,49.5,88.26
7134,2022-10-25 05:00:00,-1683.1,2954.2,2946.7,2574.3,935.1,9.3,0.0,6895.4,6886.1,58.7,80.2,120.75
7135,2022-10-25 06:00:00,-2309.6,2953.7,2927.1,2836.5,1309.7,8.4,0.0,7545.1,7536.6,57.5,76.5,123.31
7136,2022-10-25 07:00:00,-1807.3,2955.2,2753.8,2889.9,1013.8,6.2,14.5,7823.3,7802.6,58.8,72.4,117.56
7137,2022-10-25 08:00:00,-985.1,2958.2,2529.6,2424.5,807.9,3.7,150.3,7671.2,7517.3,57.6,66.6,116.53
7138,2022-10-25 09:00:00,-163.5,2956.6,2303.3,1656.1,761.0,4.3,209.2,7640.2,7426.8,52.9,54.6,110.66
7139,2022-10-25 10:00:00,502.1,2952.0,2238.3,1349.2,506.4,4.5,181.7,7934.8,7748.5,52.2,47.6,104.66
7140,2022-10-25 11:00:00,472.9,2951.5,1980.7,1374.0,455.0,3.8,447.8,8185.6,7734.1,52.8,46.5,83.61
7141,2022-10-25 12:00:00,-26.9,2950.3,1820.9,1260.2,451.9,3.1,398.4,8079.9,7678.4,50.6,43.1,79.29
7142,2022-10-25 13:00:00,-798.9,2947.6,1952.9,1587.4,598.5,2.7,225.6,7801.2,7572.8,51.5,48.3,80.64
7143,2022-10-25 14:00:00,-1918.2,2944.8,2381.7,2082.5,764.0,5.1,234.1,7318.7,7079.5,55.9,64.3,91.17
7144,2022-10-25 15:00:00,-3348.3,2946.0,2600.9,2931.9,1230.2,8.5,163.7,7042.6,6870.4,57.7,81.0,130.48
7145,2022-10-25 16:00:00,-3628.5,2946.1,2652.7,3331.9,1591.9,15.9,3.0,7086.2,7067.3,57.0,84.7,158.57
7146,2022-10-25 17:00:00,-3520.3,2949.7,2586.5,3293.9,1531.6,15.9,0.0,7473.0,7457.1,56.8,78.9,162.69
7147,2022-10-25 18:00:00,-2635.4,2951.5,2550.9,2936.5,909.9,20.7,0.0,7333.2,7312.5,58.8,75.1,145.58
7148,2022-10-25 19:00:00,-1675.1,2951.6,1559.9,2783.4,603.3,25.8,0.0,6915.2,6889.4,55.1,63.2,126.0
7149,2022-10-25 20:00:00,-1193.6,2953.2,1662.1,2027.8,505.8,32.9,0.0,6552.2,6519.3,51.8,56.8,117.65
7150,2022-10-25 21:00:00,-120.7,2953.9,1626.1,1281.8,387.1,44.9,0.0,6494.9,6450.0,46.9,45.5,110.41
7151,2022-10-25 22:00:00,299.9,2954.2,1447.8,1252.4,236.1,56.8,0.0,6610.6,6553.8,46.4,41.7,104.19
7152,2022-10-25 23:00:00,411.4,2954.2,1617.5,1045.5,102.3,51.7,0.0,6836.6,6785.0,47.0,39.7,97.17
7153,2022-10-26 00:00:00,554.3,2955.7,1740.8,1005.1,66.9,53.0,0.0,6724.9,6672.0,48.1,41.6,93.17
7154,2022-10-26 01:00:00,419.5,2956.0,1761.6,1037.4,62.8,51.0,0.0,6791.2,6740.2,48.6,42.0,92.08
7155,2022-10-26 02:00:00,265.5,2955.6,1660.2,1167.3,73.1,49.0,0.0,6570.2,6521.2,48.7,43.8,100.33
7156,2022-10-26 03:00:00,-257.9,2954.1,1675.8,1299.1,256.5,43.6,0.0,6473.7,6430.1,48.5,46.6,108.22
7157,2022-10-26 04:00:00,-2046.5,2952.9,1627.9,2432.2,947.4,44.4,0.0,6249.3,6204.9,51.3,65.7,125.17
7158,2022-10-26 05:00:00,-3440.1,2951.4,2366.2,3986.2,1225.1,42.7,0.0,6530.8,6488.1,60.5,97.9,149.81
7159,2022-10-26 06:00:00,-3660.9,2953.9,2340.5,4184.7,1480.7,41.5,0.0,7422.2,7380.7,59.7,88.5,171.93
7160,2022-10-26 07:00:00,-2883.5,2952.2,2543.7,3675.6,1141.5,24.6,176.8,7809.1,7607.7,61.1,82.2,149.66
7161,2022-10-26 08:00:00,-1547.2,2951.0,2091.2,2758.3,656.2,23.0,241.2,7729.9,7465.7,58.6,66.2,128.0
7162,2022-10-26 09:00:00,-10.9,2947.9,1747.4,1943.1,312.1,22.4,407.9,7687.6,7257.3,55.8,53.6,124.34
7163,2022-10-26 10:00:00,108.2,2943.8,1726.0,1588.7,257.7,20.3,785.2,7749.7,6944.2,56.3,53.2,114.4
7164,2022-10-26 11:00:00,211.1,2937.4,1733.8,1328.8,187.8,17.2,1194.9,7499.6,6287.5,57.8,57.0,112.01
7165,2022-10-26 12:00:00,-19.3,2934.2,1718.6,1223.6,205.3,10.5,1332.2,7429.7,6087.1,57.7,57.7,112.33
7166,2022-10-26 13:00:00,-821.6,2929.5,1589.5,1560.7,361.7,5.9,1057.7,7200.5,6136.9,56.1,58.5,116.41
7167,2022-10-26 14:00:00,-1812.2,2927.3,1738.4,2770.1,609.3,2.5,525.2,6840.1,6312.4,58.7,73.6,127.59
7168,2022-10-26 15:00:00,-3309.4,2929.0,2362.6,3783.8,1189.9,1.3,241.1,6877.1,6634.7,60.8,92.9,143.98
7169,2022-10-26 16:00:00,-4911.5,2928.9,2614.7,5100.8,1680.9,0.30000000000000004,4.5,6996.1,6991.2,62.6,110.4,162.0
7170,2022-10-26 17:00:00,-4810.6,2933.9,2313.3,4887.2,1670.4,0.0,0.0,7453.4,7453.4,61.0,96.6,163.34
7171,2022-10-26 18:00:00,-2219.7,2937.9,2135.4,3082.0,982.9,0.9,0.0,7331.8,7330.9,57.1,71.2,143.2
7172,2022-10-26 19:00:00,-457.8,2941.1,1591.3,2129.7,262.3,2.6,0.0,6881.3,6878.6,53.8,54.1,112.41
7173,2022-10-26 20:00:00,694.3,2946.6,1669.7,1568.5,178.4,5.0,0.0,6645.9,6640.9,50.9,48.8,112.37
7174,2022-10-26 21:00:00,882.0,2949.3,1367.4,1469.1,116.4,7.9,0.0,7208.9,7201.0,48.1,39.5,106.1
7175,2022-10-26 22:00:00,227.4,2953.1,1440.8,1123.2,48.4,5.8,0.0,7144.7,7138.9,46.1,36.0,93.31
7176,2022-10-26 23:00:00,455.4,2953.2,1430.4,965.8,47.7,8.0,0.0,6292.5,6284.5,44.5,38.2,90.67
7177,2022-10-27 00:00:00,454.3,2956.6,1347.6,803.6,62.6,7.0,0.0,6303.8,6296.8,41.7,34.2,90.78
7178,2022-10-27 01:00:00,492.7,2956.6,1368.2,694.2,139.2,7.3,0.0,6167.2,6159.9,40.1,33.6,89.8
7179,2022-10-27 02:00:00,273.0,2957.8,1411.2,816.7,80.6,9.7,0.0,6254.3,6244.6,42.4,35.8,92.71
7180,2022-10-27 03:00:00,-492.4,2957.9,1530.3,1273.9,120.9,13.9,0.0,5999.5,5985.6,47.8,47.0,105.08
7181,2022-10-27 04:00:00,-2155.7,2958.0,1505.9,2525.4,1004.8,17.0,0.0,5667.1,5650.1,50.5,71.4,122.68
7182,2022-10-27 05:00:00,-3820.1,2958.5,2342.6,4796.1,1345.8,25.7,0.0,6500.2,6474.5,62.5,110.2,132.6
7183,2022-10-27 06:00:00,-4457.3,2959.4,2398.2,4859.4,1619.6,31.3,1.5,7378.1,7345.3,61.4,98.8,136.38
7184,2022-10-27 07:00:00,-3672.4,2966.4,2414.6,3856.6,1456.8,26.0,66.4,7720.7,7628.2,59.0,82.4,135.46
7185,2022-10-27 08:00:00,-1408.3,2958.7,2367.8,2641.3,689.4,23.4,187.7,7593.1,7382.0,58.9,68.8,123.69
7186,2022-10-27 09:00:00,170.5,2956.5,1483.0,1488.4,339.1,21.9,782.2,7513.2,6709.1,53.4,50.3,119.17
7187,2022-10-27 10:00:00,476.9,2951.0,1471.1,1078.7,190.5,22.4,1222.3,7647.4,6402.7,54.7,49.6,115.04
7188,2022-10-27 11:00:00,25.3,2941.8,1446.0,1083.2,209.8,25.5,1393.1,7427.4,6008.8,55.6,53.2,113.93
7189,2022-10-27 12:00:00,-330.8,2940.1,1439.2,1294.6,278.0,23.9,1287.7,7074.3,5762.7,55.7,57.2,115.28
7190,2022-10-27 13:00:00,-441.9,2936.7,1386.6,1550.9,207.9,6.4,982.3,6836.9,5848.2,55.5,57.4,123.62
7191,2022-10-27 14:00:00,-2945.9,2933.2,1508.6,3233.0,1026.5,5.9,533.6,6814.0,6274.6,57.1,77.5,126.75
7192,2022-10-27 15:00:00,-4456.4,2933.1,2429.8,4291.6,1490.4,7.3,45.1,6813.4,6761.0,60.5,99.4,133.25
7193,2022-10-27 16:00:00,-4432.2,2934.0,2481.4,4480.6,1669.9,7.6,1.5,6982.7,6973.6,60.2,99.8,138.95
7194,2022-10-27 17:00:00,-4679.4,2937.4,2509.2,4708.6,1664.6,9.0,0.0,7386.4,7377.4,61.1,97.8,136.57
7195,2022-10-27 18:00:00,-2722.4,2942.0,2542.9,2789.2,1117.0,8.2,0.0,7318.6,7310.4,56.8,73.0,126.78
7196,2022-10-27 19:00:00,-1210.5,2944.2,1538.9,2040.4,672.9,9.1,0.0,6871.0,6861.9,49.8,52.2,111.1
7197,2022-10-27 20:00:00,-770.5,2948.0,1687.4,1768.6,374.5,21.8,0.0,6449.0,6427.1,51.1,53.9,114.91
7198,2022-10-27 21:00:00,-110.5,2950.7,1494.7,1153.5,196.1,31.3,0.0,6198.6,6167.3,46.0,43.2,92.8
7199,2022-10-27 22:00:00,684.1,2952.1,1599.3,665.1,71.9,33.5,0.0,5919.8,5886.4,43.2,38.8,93.03
7200,2022-10-27 23:00:00,557.6,2954.3,1545.3,596.7,64.9,29.9,0.0,6279.5,6249.6,41.8,34.6,85.91
7201,2022-10-28 00:00:00,243.1,2956.5,1481.5,636.8,112.8,32.0,0.0,6179.4,6147.4,41.2,34.8,83.42
7202,2022-10-28 01:00:00,136.6,2956.3,1447.4,661.8,132.5,40.0,0.0,5926.8,5886.8,41.0,36.3,82.63
7203,2022-10-28 02:00:00,4.7,2956.1,1456.8,714.0,112.5,45.5,0.0,5795.7,5750.2,41.9,38.2,81.84
7204,2022-10-28 03:00:00,144.1,2957.2,1562.5,875.5,133.4,43.3,0.0,5688.6,5645.4,44.5,43.6,88.39
7205,2022-10-28 04:00:00,-887.6,2956.5,2144.0,1550.4,646.2,45.4,0.0,5992.0,5946.6,50.9,62.4,110.62
7206,2022-10-28 05:00:00,-3533.2,2962.9,2533.7,3094.0,1545.6,47.9,0.0,6412.0,6364.1,55.7,88.5,124.95
7207,2022-10-28 06:00:00,-4008.5,2964.9,2558.1,4094.1,1672.2,45.9,0.0,7341.5,7295.7,59.1,91.2,135.13
7208,2022-10-28 07:00:00,-2109.4,2961.6,2557.3,2442.6,1221.1,44.5,29.5,7735.8,7661.8,54.8,65.6,126.63
7209,2022-10-28 08:00:00,-1351.9,2952.4,2581.5,2157.6,826.3,40.2,240.1,7730.0,7449.7,57.1,64.9,116.29
7210,2022-10-28 09:00:00,448.8,2948.8,2128.2,1220.0,299.2,31.0,386.9,7675.3,7257.4,53.7,49.1,113.1
7211,2022-10-28 10:00:00,561.2,2942.0,1702.4,918.6,247.3,35.0,1067.7,7691.2,6588.6,53.9,48.4,101.17
7212,2022-10-28 11:00:00,152.3,2939.0,1709.6,1066.3,226.4,31.3,1081.6,7278.2,6165.3,55.1,53.4,103.51
7213,2022-10-28 12:00:00,448.1,2934.7,1658.2,1025.8,170.8,25.9,899.4,7069.7,6144.4,53.8,51.1,107.66
7214,2022-10-28 13:00:00,377.8,2930.2,1629.1,1046.1,135.8,15.1,790.2,7104.1,6298.8,53.2,49.0,105.52
7215,2022-10-28 14:00:00,59.5,2929.0,2093.8,1225.2,300.2,19.0,460.7,6782.1,6302.4,54.1,56.0,117.89
7216,2022-10-28 15:00:00,-2193.0,2926.6,2511.7,2056.9,965.5,19.5,194.2,6705.8,6492.1,55.1,71.3,127.59
7217,2022-10-28 16:00:00,-3199.4,2928.3,2249.3,3056.1,1390.7,16.8,2.0,6876.3,6857.4,55.2,77.4,131.08
7218,2022-10-28 17:00:00,-3275.9,2932.2,2199.5,2970.6,1511.2,9.9,0.0,7326.0,7316.0,53.8,70.7,128.38
7219,2022-10-28 18:00:00,-1885.2,2936.9,1868.0,1741.8,1000.8,3.7,0.0,7191.9,7188.3,47.9,50.2,121.09
7220,2022-10-28 19:00:00,-46.7,2939.9,1536.1,1432.7,287.9,5.8,0.0,6763.5,6757.7,48.0,44.0,115.58
7221,2022-10-28 20:00:00,16.4,2944.2,1691.3,1078.9,129.8,20.1,0.0,6542.1,6522.0,47.6,42.7,112.33
7222,2022-10-28 21:00:00,140.7,2944.1,1596.1,817.6,215.0,36.5,0.0,6106.8,6070.3,43.7,40.1,98.7
7223,2022-10-28 22:00:00,-95.9,2947.0,1425.8,936.2,54.2,38.1,0.0,6019.6,5981.5,44.4,39.9,98.63
7224,2022-10-28 23:00:00,566.6,2948.4,1384.6,689.3,43.2,28.5,0.0,5673.4,5644.9,41.3,37.1,97.27
7225,2022-10-29 00:00:00,661.8,2951.3,1453.6,642.0,35.1,20.7,0.0,6033.6,6012.9,41.5,35.1,94.61
7226,2022-10-29 01:00:00,979.3,2950.6,1189.3,533.3,38.8,16.1,0.0,5995.6,5979.5,36.8,29.0,92.27
7227,2022-10-29 02:00:00,1078.8,2951.5,1208.5,472.6,22.0,14.9,0.0,6194.9,6180.1,36.3,27.4,91.81
7228,2022-10-29 03:00:00,1011.6,2951.0,1309.5,481.8,30.7,8.9,0.0,6213.6,6204.6,37.6,29.0,91.67
7229,2022-10-29 04:00:00,295.3,2953.2,1383.6,916.3,71.5,6.8,0.0,6173.0,6166.2,43.3,37.4,98.09
7230,2022-10-29 05:00:00,-664.8,2956.8,1398.8,1066.8,413.1,12.5,0.0,5810.2,5797.7,42.4,42.7,111.27
7231,2022-10-29 06:00:00,-1505.3,2960.2,1407.6,1305.8,497.0,24.7,2.0,5849.7,5823.0,44.2,46.8,113.48
7232,2022-10-29 07:00:00,-991.8,2960.9,1391.8,1265.6,451.3,27.2,75.4,5810.6,5708.0,44.7,47.5,109.31
7233,2022-10-29 08:00:00,-465.3,2958.1,1323.1,1200.4,167.4,25.3,320.5,5964.7,5618.9,47.9,48.1,95.5
7234,2022-10-29 09:00:00,181.3,2952.7,1461.9,877.8,81.2,20.1,496.6,5980.0,5463.3,48.5,47.8,89.52
7235,2022-10-29 10:00:00,1276.2,2947.9,1274.3,635.2,74.0,19.1,1100.6,6390.5,5270.8,50.1,47.4,90.07
7236,2022-10-29 11:00:00,978.2,2942.3,1264.3,788.2,64.2,14.9,1276.3,7234.4,5943.2,52.7,46.2,87.27
7237,2022-10-29 12:00:00,891.6,2936.9,1239.7,666.4,74.0,10.9,1000.2,7160.3,6149.1,49.2,40.7,86.06
7238,2022-10-29 13:00:00,648.7,2931.0,1338.3,774.3,145.6,9.2,772.7,6969.2,6187.4,48.5,41.5,90.07
7239,2022-10-29 14:00:00,-1082.5,2929.2,1527.1,1263.4,600.3,10.4,440.8,6641.3,6190.1,47.9,48.8,94.2
7240,2022-10-29 15:00:00,-2509.3,2929.5,2143.0,1923.0,1322.4,9.9,135.8,5795.9,5650.2,49.8,72.7,100.07
7241,2022-10-29 16:00:00,-4129.0,2932.7,2370.9,3042.5,1684.5,11.6,7.1,6033.9,6015.3,54.1,90.0,122.14
7242,2022-10-29 17:00:00,-4852.5,2936.8,2187.4,4152.6,1689.4,10.2,0.0,6491.8,6481.6,57.9,97.8,129.92
7243,2022-10-29 18:00:00,-3764.8,2940.0,1820.4,3010.2,1374.9,6.5,0.0,6438.0,6431.5,52.9,75.1,117.6
7244,2022-10-29 19:00:00,-1283.0,2942.8,1448.2,1863.5,347.0,5.0,0.0,5972.8,5967.8,50.2,55.5,103.84
7245,2022-10-29 20:00:00,-551.5,2945.8,1406.8,934.7,339.9,3.9,0.0,5667.4,5663.5,41.7,41.4,97.75
7246,2022-10-29 21:00:00,-200.5,2949.9,1321.9,838.6,295.3,5.3,0.0,5544.1,5538.8,40.0,39.1,92.21
7247,2022-10-29 22:00:00,361.3,2950.8,1256.1,791.6,156.5,4.6,0.0,5642.0,5637.4,39.8,36.4,96.51
7248,2022-10-29 23:00:00,935.2,2952.3,1162.9,709.5,87.4,4.0,0.0,6107.4,6103.5,38.2,30.7,90.25
7249,2022-10-30 00:00:00,1026.5,2955.1,690.4,570.4,50.3,6.1,0.0,6422.6,6416.5,29.7,19.7,83.98
7250,2022-10-30 01:00:00,988.0,2956.5,1294.7,478.4,97.6,6.4,0.0,6411.3,6404.9,36.8,27.8,82.37
7251,2022-10-30 02:00:00,552.4,2957.5,1285.7,572.9,111.3,7.7,0.0,6141.9,6134.2,37.8,30.4,76.85
7252,2022-10-30 03:00:00,499.3,2958.5,1152.4,617.7,139.1,7.8,0.0,5856.1,5848.3,36.5,30.4,74.99
7253,2022-10-30 04:00:00,559.4,2959.4,1254.3,650.0,161.2,7.9,0.0,5918.4,5910.5,38.0,32.3,76.0
7254,2022-10-30 05:00:00,691.9,2959.3,1212.3,717.2,138.1,7.9,0.0,5947.8,5939.9,38.5,32.6,88.46
7255,2022-10-30 06:00:00,-534.7,2960.6,1322.4,825.1,219.3,8.5,0.0,6163.8,6155.3,40.4,35.0,89.12
7256,2022-10-30 07:00:00,-330.3,2959.5,1253.3,820.5,271.7,8.3,26.0,5461.2,5426.9,39.5,38.6,94.95
7257,2022-10-30 08:00:00,-71.6,2958.7,1212.1,772.0,206.8,8.9,127.4,5792.5,5656.2,40.1,36.6,94.44
7258,2022-10-30 09:00:00,545.2,2956.5,1202.5,663.0,141.6,6.4,208.7,6016.8,5801.7,40.2,34.6,88.26
7259,2022-10-30 10:00:00,814.3,2952.6,1181.3,626.5,111.2,5.0,353.0,6498.9,6140.9,41.4,33.3,83.43
7260,2022-10-30 11:00:00,649.5,2946.0,1194.1,759.5,126.5,3.1,1037.6,6694.3,5653.6,49.4,44.7,82.26
7261,2022-10-30 12:00:00,409.2,2942.2,1170.8,730.7,175.4,3.1,1028.7,6714.6,5682.9,48.5,43.7,81.81
7262,2022-10-30 13:00:00,-363.6,2938.9,1225.1,830.8,220.5,3.0,934.9,6484.6,5546.7,48.7,46.2,88.15
7263,2022-10-30 14:00:00,-2214.5,2935.8,1275.5,1659.9,634.1,3.3,546.1,5643.6,5094.2,49.4,61.7,97.41
7264,2022-10-30 15:00:00,-3469.8,2934.1,1335.2,2467.5,1201.3,2.7,169.8,5184.4,5012.0,49.0,76.7,111.43
7265,2022-10-30 16:00:00,-4506.3,2934.6,1336.7,3276.6,1846.5,1.8,2.0,5508.1,5504.3,49.1,83.8,122.64
7266,2022-10-30 17:00:00,-4812.3,2941.1,1402.0,3545.0,1967.7,1.1,0.0,6275.0,6273.9,50.2,78.9,126.97
7267,2022-10-30 18:00:00,-4822.8,2944.1,1552.5,3488.9,1844.4,1.3,0.0,6575.3,6574.1,51.3,76.7,125.43
7268,2022-10-30 19:00:00,-4253.1,2945.1,1537.5,3276.3,1400.2,1.1,0.0,6276.6,6275.5,52.6,76.7,121.41
7269,2022-10-30 20:00:00,-3150.8,2951.0,1450.4,3116.6,732.8,2.1,0.0,5905.8,5903.6,55.4,77.4,119.1
7270,2022-10-30 21:00:00,-2060.3,2953.5,1469.4,1970.7,444.6,2.8,0.0,5593.3,5590.6,50.3,61.6,113.55
7271,2022-10-30 22:00:00,-242.6,2956.9,1334.7,1013.9,230.0,1.9,0.0,5455.1,5453.1,42.4,43.1,105.31
7272,2022-10-30 23:00:00,-15.1,2959.3,1324.8,516.4,310.8,2.5,0.0,5453.0,5450.5,36.1,33.8,117.0
7273,2022-10-31 00:00:00,189.2,2960.2,1343.9,484.0,235.6,2.7,0.0,5393.3,5390.6,36.4,33.9,109.72
7274,2022-10-31 01:00:00,571.5,2960.5,1191.3,432.1,252.7,2.5,0.0,5570.9,5568.3,33.6,29.2,106.62
7275,2022-10-31 02:00:00,506.2,2963.1,1174.0,421.4,237.9,3.0,0.0,5875.9,5872.9,33.3,27.2,102.19
7276,2022-10-31 03:00:00,517.0,2963.0,1129.6,436.8,243.8,3.0,0.0,5858.3,5855.3,32.9,26.8,100.74
7277,2022-10-31 04:00:00,343.8,2963.8,1225.5,560.3,317.1,3.5,0.0,5849.6,5846.0,35.3,30.6,117.34
7278,2022-10-31 05:00:00,-879.3,2965.0,1606.1,1298.5,609.5,4.0,0.0,5941.4,5937.4,44.9,49.0,140.94
7279,2022-10-31 06:00:00,-2124.0,2966.4,2287.9,2530.5,1068.2,3.7,0.5,6259.1,6254.8,54.4,77.1,156.13
7280,2022-10-31 07:00:00,-1683.4,2965.1,2309.5,3040.0,1015.0,5.2,65.5,6976.8,6906.1,57.7,77.7,157.67
7281,2022-10-31 08:00:00,-72.1,2964.8,2295.9,1816.3,562.1,13.3,257.6,7270.9,7000.0,55.4,60.3,148.9
7282,2022-10-31 09:00:00,995.0,2961.1,2222.5,1098.1,355.0,10.5,442.8,7224.8,6771.4,53.2,52.2,141.18
7283,2022-10-31 10:00:00,1620.0,2959.4,1632.5,1059.1,97.3,9.2,925.4,7410.1,6475.5,54.3,48.9,135.8
7284,2022-10-31 11:00:00,2311.3,2957.0,1169.7,958.1,106.2,7.0,1186.9,7721.6,6527.7,52.0,43.0,134.14
7285,2022-10-31 12:00:00,1693.6,2949.8,1242.3,839.3,136.3,7.9,972.3,8199.4,7219.2,49.8,37.3,136.51
7286,2022-10-31 13:00:00,451.9,2946.6,1219.7,1504.0,245.6,9.0,940.8,7602.8,6653.0,53.5,48.3,145.03
7287,2022-10-31 14:00:00,-1338.1,2943.3,1408.8,2318.6,1037.4,10.6,441.3,6860.0,6408.1,51.2,60.9,152.9
7288,2022-10-31 15:00:00,-1442.8,2943.0,2069.4,2552.8,973.9,12.8,119.9,6796.4,6663.8,54.8,70.0,165.51
7289,2022-10-31 16:00:00,-3305.8,2944.2,2219.1,3862.2,1637.8,13.1,0.5,6982.6,6969.0,57.1,87.3,177.07
7290,2022-10-31 17:00:00,-2828.2,2948.1,2369.4,3950.4,1504.2,10.2,0.0,7355.6,7345.4,58.7,86.1,176.14
7291,2022-10-31 18:00:00,-405.9,2948.8,2140.2,2230.9,626.3,26.6,0.0,7424.4,7397.8,55.2,59.2,166.87
7292,2022-10-31 19:00:00,1004.0,2953.4,2162.2,1119.6,287.6,32.0,0.0,7055.9,7023.9,50.6,47.0,150.19
7293,2022-10-31 20:00:00,1349.0,2955.5,1622.1,501.2,283.1,31.3,0.0,7245.4,7214.1,39.9,29.7,139.59
7294,2022-10-31 21:00:00,1450.0,2956.4,1204.1,526.8,66.0,37.0,0.0,7060.7,7023.7,36.9,25.0,130.63
7295,2022-10-31 22:00:00,2074.6,2958.1,1083.8,278.2,108.7,37.3,0.0,6745.4,6708.1,31.3,20.7,123.86
7296,2022-10-31 23:00:00,1969.3,2960.9,1038.8,442.4,69.8,44.5,0.0,7070.0,7025.5,33.5,21.6,133.31
7297,2022-11-01 00:00:00,2195.8,2961.0,1194.9,402.7,65.5,49.8,0.0,7039.3,6989.5,35.2,23.4,133.02
7298,2022-11-01 01:00:00,1967.0,2960.4,1469.9,399.7,87.5,40.8,0.0,7169.5,7128.7,38.5,26.6,130.5
7299,2022-11-01 02:00:00,2016.2,2959.2,1518.7,408.5,73.6,53.4,0.0,6983.5,6930.1,39.5,28.4,127.19
7300,2022-11-01 03:00:00,1949.8,2956.6,1502.2,431.9,56.1,64.6,0.0,7011.9,6947.4,39.9,28.5,128.01
7301,2022-11-01 04:00:00,1934.8,2956.2,1614.5,433.9,73.8,54.2,0.0,6918.7,6864.5,41.0,30.4,130.06
7302,2022-11-01 05:00:00,2191.6,2952.0,1749.0,551.3,96.0,48.8,0.0,6982.6,6933.9,43.5,33.6,136.77
7303,2022-11-01 06:00:00,2468.2,2951.0,2004.0,765.4,91.1,44.3,0.0,7501.2,7456.9,48.0,37.5,137.45
7304,2022-11-01 07:00:00,2465.2,2951.2,1947.9,824.9,103.1,37.2,12.7,8095.7,8045.8,48.0,34.9,142.01
7305,2022-11-01 08:00:00,3016.4,2950.1,1925.1,484.4,79.9,20.9,151.5,8320.0,8147.6,46.0,31.0,140.01
7306,2022-11-01 09:00:00,2935.5,2948.2,1586.3,422.8,86.7,13.5,417.0,8690.7,8260.3,44.6,28.1,133.27
7307,2022-11-01 10:00:00,3158.3,2947.1,1558.3,385.3,120.9,11.7,881.1,8679.0,7786.2,48.0,32.7,132.69
7308,2022-11-01 11:00:00,3130.1,2945.6,1521.9,373.4,62.3,11.7,1606.1,8900.6,7282.8,53.9,39.5,133.51
7309,2022-11-01 12:00:00,3133.8,2942.7,1515.4,391.0,60.0,8.8,1565.5,8851.6,7277.4,53.7,39.3,135.35
